temp,op,popstab_neg_to_neu,popstab_neu_to_neg,defect_influence_arsenic,defect_influence_vacancy,runtime
26.39,0.03,0.0944995,0.0229804,3.59583,6.20371,5.14392
37.18,0.11,0.0908684,0.00265132,5.05073,4.4946,4.3996
1.64,0.09,0.0724053,0.0241502,5.76,10.4459,6.56915
48.18,0.02,0.0724053,0.0114445,2.79556,9.34312,5.05225
22.35,0.11,0.0837846,0.0237478,2.86555,5.43058,5.10282
10.13,0.2,0.0964983,0.0235356,3.4346,6.05637,5.68256
37.18,0.11,0.0908684,0.00265132,5.05073,4.4946,4.44108
7.33,0.11,0.0894429,0.0234325,4.00908,6.77293,5.96601
37.18,0.11,0.0908684,0.00265132,5.05073,4.4946,4.38949
53.14,0.17,0.0724053,0.0185265,2.79556,4.47765,4.77795
8.75,0.12,0.0724053,0.0207119,3.69069,5.22296,6.06673
48.99,0.13,0.0724053,0.0114445,2.79556,15.981,4.84057
22.78,0.06,0.0878556,0.0110122,2.33675,9.8352,5.00931
26.34,0.11,0.0821905,0.0235503,5.1519,6.91133,4.71858
69.25,0.23,0.0740106,0.0219241,3.78196,4.34446,4.84046
45.41,0.19,0.0964983,0.0235356,5.20041,4.18839,4.45651
29.52,0.09,0.0984344,0.0231365,4.29325,5.59112,4.48001
37.18,0.11,0.0908684,0.00265132,5.05073,4.4946,4.13468
37.18,0.11,0.0908684,0.00265132,5.05073,4.4946,4.12583
45.49,0.08,0.0724053,0.0207119,2.82995,6.8692,5.09153
73.06,0.12,0.0724053,0.0114445,2.99066,4.61349,4.73221
104.83,0.23,0.0724053,0.00373723,4.4946,4.34446,4.53832
37.18,0.08,0.0908684,0.00265132,5.05073,4.4946,4.10309
24.94,0.08,0.0724053,0.0185265,2.99066,8.29331,4.62199
